Reference,SiteID,Treatment,Treatment description,Latitude,Longitude,elevation_m,DataLevel,PubYear,StudyYear,Fertilizer_Type,Avg_Fert_N_Rate_kgNha,Land_Type,Country,Location,MeanPrec_mm,MeanTemp_c,Soil_Type_Pub,Soil_Type,Sand,Silt,Clay,soilC_perc,soilN_perc,pH,CEC,BD,Drainage,Precrop,Crop,Residues,soil_tillage,Irrigation,Liming,Study_Fertilizer_type,Fertilizer_additives,Appl_time,Appl_Mode,No_Appl,OMAD_applied,OMAD_Type,OMAD_Kg_N_ha,OMAD_CN,Total_kg_N_ha,N2OSampleMethod,Chamber_size_m3,chmbr_measurement_length_minutes,DM_crop_yield_t_ha,avg_Biomass_yield_t_ha
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2009,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2009,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2008,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Devon,Control - undrained,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,38,4.5,NA,5.6,NA,0.8,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Early spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Early spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter oilseed rape,NA,NA,NA,NA,NA,NA,Early spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Late spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,116.3,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Early spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Early spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Early spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Early spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter oilseed rape,NA,NA,NA,NA,NA,NA,Early spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0111,Oxfordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,54,3.444444444,NA,6.933333333,NA,1.116666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Late spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,NA,NA
AC0116,Bedfordshire,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.166666667,NA
AC0116,Bedfordshire,Ammonium nitrate 160 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,180,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.633333333,NA
AC0116,Bedfordshire,Ammonium nitrate 180 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,180,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.783333333,NA
AC0116,Bedfordshire,Ammonium nitrate 240 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.666666667,NA
AC0116,Bedfordshire,Ammonium nitrate 300 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,300,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.8,NA
AC0116,Bedfordshire,Ammonium nitrate 60 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,60,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.666666667,NA
AC0116,Bedfordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.266666667,NA
AC0116,Bedfordshire,Dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,20,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.4,NA
AC0116,Bedfordshire,Urea 160 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,180,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.133333333,NA
AC0116,Bedfordshire,Urea 180 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,180,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,11,0.96,NA,7.1,NA,1.61,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.966666667,NA
AC0116,Ceredigion,Ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.21666667,NA
AC0116,Ceredigion,Ammonium nitrate 240 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,11.37333333,NA
AC0116,Ceredigion,Ammonium nitrate 294 kg N ha and dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.37666667,NA
AC0116,Ceredigion,Ammonium nitrate 320 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.09,NA
AC0116,Ceredigion,Ammonium nitrate 400 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,400,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.15666667,NA
AC0116,Ceredigion,Ammonium nitrate 80 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,80,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.253333333,NA
AC0116,Ceredigion,Cattle FYM,NA,NA,NA,NA,NA,NA,2011,NA,126.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.375,NA
AC0116,Ceredigion,Cattle FYM,NA,NA,NA,NA,NA,NA,2012,NA,126.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.375,NA
AC0116,Ceredigion,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,45.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Trailing shoe,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.085833333,NA
AC0116,Ceredigion,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,45.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.085833333,NA
AC0116,Ceredigion,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,45.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.085833333,NA
AC0116,Ceredigion,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,45.5,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Trailing shoe,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.085833333,NA
AC0116,Ceredigion,Cattle slurry + DCD,NA,NA,NA,NA,NA,NA,2012,NA,52,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.261666667,NA
AC0116,Ceredigion,Cattle slurry + DCD,NA,NA,NA,NA,NA,NA,2011,NA,52,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.261666667,NA
AC0116,Ceredigion,Cattle slurry + DCD,NA,NA,NA,NA,NA,NA,2011,NA,52,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Trailing shoe,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.261666667,NA
AC0116,Ceredigion,Cattle slurry + DCD,NA,NA,NA,NA,NA,NA,2012,NA,52,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28,4.7,NA,5.6,NA,0.933333333,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Trailing shoe,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.261666667,NA
AC0116,Ceredigion,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.91666667,5.055555556,NA,5.527777778,NA,0.927777778,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.033333333,NA
AC0116,Ceredigion,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.91666667,5.055555556,NA,5.527777778,NA,0.927777778,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.033333333,NA
AC0116,Ceredigion,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.91666667,5.055555556,NA,5.527777778,NA,0.927777778,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.033333333,NA
AC0116,Ceredigion,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.91666667,5.055555556,NA,5.527777778,NA,0.927777778,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.033333333,NA
AC0116,Ceredigion,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.91666667,5.055555556,NA,5.527777778,NA,0.927777778,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.033333333,NA
AC0116,Ceredigion,Dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,26,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.833333333,NA
AC0116,Ceredigion,Dung,NA,NA,NA,NA,NA,NA,2013,NA,819.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96222222,NA
AC0116,Ceredigion,Dung,NA,NA,NA,NA,NA,NA,2013,NA,819.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96222222,NA
AC0116,Ceredigion,Dung,NA,NA,NA,NA,NA,NA,2013,NA,819.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96222222,NA
AC0116,Ceredigion,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,500.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96666667,NA
AC0116,Ceredigion,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,500.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96666667,NA
AC0116,Ceredigion,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,500.3333333,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.96666667,NA
AC0116,Ceredigion,Urea 294 kg N ha and dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.94333333,NA
AC0116,Ceredigion,Urea 320 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,31,4.733333333,NA,5.466666667,NA,0.95,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,11.37666667,NA
AC0116,Ceredigion,Urine,NA,NA,NA,NA,NA,NA,2013,NA,546,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,13.11777778,NA
AC0116,Ceredigion,Urine,NA,NA,NA,NA,NA,NA,2013,NA,546,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,13.11777778,NA
AC0116,Ceredigion,Urine,NA,NA,NA,NA,NA,NA,2013,NA,546,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,13.11777778,NA
AC0116,Ceredigion,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,553,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.46444444,NA
AC0116,Ceredigion,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,553,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.46444444,NA
AC0116,Ceredigion,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,553,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,28.83333333,5.4,NA,5.5,NA,0.916666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.46444444,NA
AC0116,County Down,Calcium ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25.7,8.98,NA,6.5,NA,0.74,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,11.78,NA
AC0116,County Down,Calcium ammonium nitrate 240 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25.7,8.98,NA,6.5,NA,0.74,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,14.81,NA
AC0116,County Down,Calcium ammonium nitrate 320 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,320,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25.7,8.98,NA,6.5,NA,0.74,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,15.90166667,NA
AC0116,County Down,Calcium ammonium nitrate 320 kg N ha and dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,346,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25.7,8.98,NA,6.5,NA,0.74,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,15.33333333,NA
